Catalog Number,Product Description,Fisher Stated Sales,Fisher Stated List Price,Fisher Stated Qty (SU + AU),Wisconsin Cost,Nebraska Cost,Penn State Cost,Wisconsin Quantity,Nebraska Quantity,Penn State Quantity,Wisconsin Average Cost Per Item,Nebraska Average Cost Per Item,Penn State Average Cost Per Item,Total Cost,Total Quantity
12550016,CLP CORN SUPFRST 25X75X1 144PK,1936.3,107.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255015,SLIDE SUPERFR + 25X75MM 144/PK,85101.76,205,408.0,23589.91,6852.88,16395.71,127,41,50,185.75,167.14,327.91,46838.5,218
1255016,FB SLD SUPFRST PLS LILC 144/PK,9264.31,211.5,26.0,8784.74,0.0,0.0,23,0.0,0.0,381.95,0.0,0.0,8784.74,23
1255017,SLIDE CLRFR + BLU 25X75MM 144G,2975.42,211.5,17.0,546.15,0.0,2429.27,4,0.0,13,136.54,0.0,186.87,2975.42,17
1255018,SLD CLRFR + GRN 25X75MM 144/GR,3491.82,211.5,23.0,2315.23,371.1,37.11,11,10,1,210.48,37.11,37.11,2723.44,22
1255020,SLD CLRFR + YLW 25X75MM144GR,7878.01,211.5,19.0,3381.88,0.0,348.05,8,0.0,1,422.74,0.0,348.05,3729.93,9
12550A3,MICRO SLIDES 75X25MM PLN 144PK,3911.11,70.9,45.0,369.6,733.42,303.44,7,13,2,52.8,56.42,151.72,1406.46,22
12553464,COVER GLASS NO.1  1000/CS,4586.08,400.5,16.0,4586.08,0.0,0.0,16,0.0,0.0,286.63,0.0,0.0,4586.08,16
12553465,COVER GLASS NO. 11000/CS,2813.1,480.5,11.0,1129.02,518.82,550.92,4,2,2,282.25,259.41,275.46,2198.76,8
12556000,BIOLITE 35MM TC DISH 500/CS,1293.79,815.5,12.0,406.88,355.72,0.0,5,4,0.0,81.38,88.93,0.0,762.6,9
12556001,BIOLITE 60MM TC DISH 500/CS,4033.51,809.5,33.0,1054.56,1313.04,0.0,12,11,0.0,87.88,119.37,0.0,2367.6,23
12556002,BIOLITE 100MM TC DISH 200/CS,21115.56,229,165.0,2795.13,8734.78,1952.1,41,59,10,68.17,148.05,195.21,13482.01,110
12556003,BIOLITE 150MM TC DISH 120CS,8297.5,294.5,50.0,2405.15,2024.22,1552.98,22,10,7,109.33,202.42,221.85,5982.35,39
12556004,BIOLITE 6 WELL MULTIDISH 50/CS,6922.93,125.1,113.0,3359.88,2483.55,0.0,73,30,0.0,46.03,82.79,0.0,5843.43,103
12556005,BIOLITE 12WELL MULTIDISH 50/CS,3273.07,416.5,44.0,1018.52,1631.66,0.0,19,18,0.0,53.61,90.65,0.0,2650.18,37
12556006,BIOLITE 24 WELL MULTIDISH 50CS,3831.8,416.5,43.0,939.32,2021.07,363.01,20,19,2,46.97,106.37,181.5,3323.4,41
12556008,BIOLITE 96 WELL MULTIDISH 50CS,8658.84,847,73.0,1403.14,4296.51,407.52,23,27,6,61.01,159.13,67.92,6107.17,56
12556009,BIOLITE 25CM2 FLSK VENT 200/CS,4650.02,901.5,41.0,2482.39,669.71,515.24,27,4,4,91.94,167.43,128.81,3667.34,35
12556010,BIOLITE 75CM2 FLSK VENT 100/CS,9992.5,982.5,87.0,3615.2,1430.71,922.04,44,12,6,82.16,119.23,153.67,5967.95,62
12556011,BIOLITE 175CM2 FLSK VENT 40/CS,12416.69,787,148.0,6325.17,1006.44,0.0,101,9,0.0,62.63,111.83,0.0,7331.61,110
12556013,BIOLITE 75CM2 FLSK PLUG 100/CS,2098.45,965,7.0,330.52,0.0,1767.93,4,0.0,3,82.63,0.0,589.31,2098.45,7
12556014,BIOLITE 175CM2 FLSK PLUG 40/CS,2072.6,746,9.0,125.84,187.98,1758.78,2,1,6,62.92,187.98,293.13,2072.6,9
12556017,15ML CONICAL TUBE PP RACKED,2666.35,374.5,10.0,808.32,515.12,265.15,3,2,1,269.44,257.56,265.15,1588.59,6
12562000,FLASK EASY 175CM2 FILTER 30/CS,6331.45,267,74.0,1860.5,2499.84,0.0,24,30,0.0,77.52,83.33,0.0,4360.34,54
12562002,FLASK EASY 175CM2 STER 30CS,2268.97,267,16.0,1190.11,874.04,0.0,11,4,0.0,108.19,218.51,0.0,2064.15,15
12565100,DISH 150X20MM TC W/VENTS 80/CS,7125.99,372,64.0,3866.37,1145.43,760.41,39,9,6,99.14,127.27,126.73,5772.21,54
12565135,PLATE F96WELL IMMUNO 60/CS,2576.13,482.5,15.0,2282.81,293.32,0.0,14,1,0.0,163.06,293.32,0.0,2576.13,15
12565136,PLATE F96WELL IMMUNO 60/CS,3551.35,412.5,17.0,1041.34,2326.52,183.49,7,9,1,148.76,258.5,183.49,3551.35,17
12565148,TUBE IMMUNO 12X75MM 3000/CS,2275.68,818,4.0,0.0,2275.68,0.0,0.0,4,0.0,0.0,568.92,0.0,2275.68,4
12565163,MULTIDISH W/LID 24WELL 75CS,3929.77,382,34.0,1963.72,379.77,558.16,19,3,4,103.35,126.59,139.54,2901.65,26
12565163N,CRYOTUBE 1.8MLRND EXTHD 450/PK,8535.01,662.5,26.0,1566.86,0.0,254.74,6,0.0,1,261.14,0.0,254.74,1821.6,7
12565164,MULTIDISH W/LID 24WELL 85CS,1738.95,419,11.0,743.64,294.03,0.0,6,1,0.0,123.94,294.03,0.0,1037.67,7
12565164N,CRYOTUBE 1ML CON EXTTHD 500/PK,1947.21,728.5,3.0,1608.51,338.7,0.0,2,1,0.0,804.25,338.7,0.0,1947.21,3
12565167N,CRYOTUBE 1.8ML RND INTHD 450PK,6962.48,670.5,17.0,3916.8,656.04,236.43,10,2,1,391.68,328.02,236.43,4809.27,13
12565168N,CRYOTUBE 1MLCON INTHRD 500/PK,2710.04,762.5,14.0,2239.12,426.02,0.0,12,2,0.0,186.59,213.01,0.0,2665.14,14
12565170N,CRYOTUBE 1.8ML INTHD 500/PK,3869.37,767,11.0,2861.44,747.4,260.53,8,2,1,357.68,373.7,260.53,3869.37,11
12565171N,CRYOTUBE 1.8ML RND INTHD 450PK,10304.4,688,28.0,2898.01,2090.58,0.0,14,4,0.0,207.0,522.64,0.0,4988.59,18
12565213,PLATE U96BACTI NS 135/CS,1204.77,405,6.0,928.75,0.0,0.0,5,0.0,0.0,185.75,0.0,0.0,928.75,5
12565214,PLATE U96WELL BACTI NS 180/CS,7420.06,546,32.0,6506.12,374.13,358.32,28,1,2,232.36,374.13,179.16,7238.57,31
12565216,PLATE 96WELL BACTI VBTM 180/CS,2793.09,542,12.0,2555.63,0.0,0.0,11,0.0,0.0,232.33,0.0,0.0,2555.63,11
12565224,DSH PETRI RIOASSY245X245 16/CS,1776.19,251,9.0,820.12,0.0,205.03,4,0.0,1,205.03,0.0,205.03,1025.15,5
12565226,PLATE F96WELL BACTI NS 60/CS,1861.45,182,24.0,1578.46,0.0,88.79,21,0.0,1,75.16,0.0,88.79,1667.25,22
1256525,TRIPLE FLASK 500CM FILTR 32/CS,4454.13,676,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12565268,NUNC 15ML CONICL TBE BLK 500CS,27676.4,326,329.0,13110.22,5319.99,2496.93,163,63,33,80.43,84.44,75.66,20927.14,259
12565269,NUNC 15ML CONICL TBE RKD 500CS,16429.36,274.5,172.0,5497.36,5259.97,979.8,61,55,12,90.12,95.64,81.65,11737.13,128
12565270,NUNC 50ML CONICL TBE BLK 500CS,32553.76,460,320.0,11174.34,4613.13,2334.75,114,49,24,98.02,94.15,97.28,18122.22,187
12565271,NUNC 50ML CONICL TBE RKD 300CS,13097.98,278,178.0,3658.06,5290.04,521.1,55,70,8,66.51,75.57,65.14,9469.2,133
12565285,OMNITRAY CC W/LID STRL 60/CS,1364.02,370,6.0,1136.0,0.0,228.02,5,0.0,1,227.2,0.0,228.02,1364.02,6
12565296,OMNI TRAY W/LID STERILE 60/CS,6039.65,348,43.0,4673.8,0.0,0.0,36,0.0,0.0,129.83,0.0,0.0,4673.8,36
12565297,CRYOVIAL 1ML CNLBTM ST 500/PK,1815.93,771.5,3.0,1815.93,0.0,0.0,3,0.0,0.0,605.31,0.0,0.0,1815.93,3
1256530,FLASK 175CM2 FILTER CAP 32/CS,3046.23,305,17.0,80.07,0.0,0.0,1,0.0,0.0,80.07,0.0,0.0,80.07,1
12565321,MULTIDISH 12WELL ST PS 75/CS,5462.35,345,48.0,2300.27,261.78,526.8,21,2,5,109.54,130.89,105.36,3088.85,28
12565335,CVRGLS LABTKII 1WEL NO1.5 16PK,5236.62,379.5,5.0,5236.62,0.0,0.0,5,0.0,0.0,1047.32,0.0,0.0,5236.62,5
12565336,CVRGLS LABTKII 2WLL NO1.5 16PK,1388.92,361.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12565348,FLSK 25CM2 CLOS 7ML 200/CS,2986.33,466,22.0,1398.31,568.66,576.32,13,5,2,107.56,113.73,288.16,2543.29,20
12565349,FLSK 75CM2 FLTCLOS 25ML100/CS,14465.14,459,105.0,4562.92,4471.56,590.47,40,33,2,114.07,135.5,295.24,9624.95,75
12565350,FLSK 75CM2 VNTCLOS 25ML100/CS,2985.22,443,24.0,558.67,1771.2,0.0,5,15,0.0,111.73,118.08,0.0,2329.87,20
12565351,FLSK 25CM2 FLTCLOS 7ML 200/CS,6632.52,542,48.0,4427.44,844.75,0.0,38,5,0.0,116.51,168.95,0.0,5272.19,43
12565361,PLT F96 BACTI NS NOLID 180/CS,1341.75,546,3.0,407.65,0.0,0.0,1,0.0,0.0,407.65,0.0,0.0,407.65,1
12565363,PLATE F96 AUTO ST W/LID 160/CS,1281.16,862,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12565394,PLATE 1ML DEEPWELL PP NS 50/CS,4403.78,437.5,16.0,2759.62,1644.16,0.0,10,6,0.0,275.96,274.03,0.0,4403.78,16
12565395,PLATE 1.3ML DEEPWELL PPST50/CS,4574.52,496.5,33.0,3427.94,932.18,0.0,29,3,0.0,118.2,310.73,0.0,4360.12,32
12565398,NUNC ALUM TAPE 96 PLT 100CS,1405.47,134.7,22.0,865.05,759.2,0.0,15,10,0.0,57.67,75.92,0.0,1624.25,25
12565436,PLATE V96WELL PP NAT 120/CS,2962.15,576,8.0,0.0,732.38,1530.62,0.0,2,4,0.0,366.19,382.65,2263.0,6
12565438,PLATE V96WELL PP NAT ST 120/CS,1279.97,700.5,6.0,479.95,0.0,0.0,4,0.0,0.0,119.99,0.0,0.0,479.95,4
12565481,V96 PS CLR STRL W/LID 80CS,2214.03,418,7.0,1265.16,0.0,0.0,4,0.0,0.0,316.29,0.0,0.0,1265.16,4
12565494,DISH 4WELL STER NUNCLON 100/CS,2816.34,842,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12565495,DISH 4 WELL STERILE 100/CS,1683.91,710.5,4.0,895.48,0.0,403.5,2,0.0,1,447.74,0.0,403.5,1298.98,3
12565500,RND BOTTM 96WELLPLATE NS 80/CS,5715.06,212,54.0,4452.74,843.47,0.0,42,8,0.0,106.02,105.43,0.0,5296.21,50
12565501,FLAT BTTM 96WELLPLATE NS 80/CS,7152.96,216,64.0,1188.1,2626.51,522.37,11,24,3,108.01,109.44,174.12,4336.98,38
12565502,RND BTTM 96WELLPLATE PPN 80/CS,1954.26,336.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12565553,PLT U96DPWL 1ML POLYS ST 32/CS,1702.54,279,7.0,127.98,0.0,0.0,1,0.0,0.0,127.98,0.0,0.0,127.98,1
12565559,CAP WELL 0.5ML PP NT NS 50/CS,1417.21,425,13.0,1417.21,0.0,0.0,13,0.0,0.0,109.02,0.0,0.0,1417.21,13
12565560,CAP WELL 0.5ML PP NAT ST 50/CS,1790.77,472.5,7.0,124.57,1388.5,0.0,1,5,0.0,124.57,277.7,0.0,1513.07,6
12565572,ROBOTC RSVR ST FL 1X300ML 40CS,2048.56,418.5,7.0,2048.56,0.0,0.0,7,0.0,0.0,292.65,0.0,0.0,2048.56,7
12565605,PLATE U96DPWLL PP 2ML ST 60/CS,1746.68,734.5,4.0,438.06,1308.62,0.0,1,3,0.0,438.06,436.21,0.0,1746.68,4
12565606,PLATE U96DPWLL PP 2ML NS 60/CS,1963.21,604,5.0,1568.72,0.0,394.49,4,0.0,1,392.18,0.0,394.49,1963.21,5
1256566,PLATE F96WELL TC LID 50/CS,3670.05,344,43.0,1623.9,1823.34,114.6,21,20,1,77.33,91.17,114.6,3561.84,42
1256572,MLTDISH 4WELL LID 120/CS,1927.89,537.5,11.0,657.32,364.55,0.0,4,1,0.0,164.33,364.55,0.0,1021.87,5
12565971,TUBE 14ML ROUND BTM 500CS,1852.33,267,10.0,542.16,0.0,0.0,3,0.0,0.0,180.72,0.0,0.0,542.16,3
12566,384WL BLK POLYBTM CLC ST 30/CS,1632.58,753,8.0,515.8,0.0,740.26,5,0.0,2,103.16,0.0,370.13,1256.06,7
1256600,PLATE 96WELL CELLCULTURE 50/CS,1470.44,497,6.0,610.67,576.22,0.0,3,2,0.0,203.56,288.11,0.0,1186.89,5
1256607,PLATE 96WELL BLK W/LID 50/CS,3599.74,356,14.0,1011.36,1863.72,0.0,5,7,0.0,202.27,266.25,0.0,2875.08,12
125662,PLATE 384WELL OPTBTM BLK 30/CS,1709.26,472,10.0,553.84,0.0,0.0,7,0.0,0.0,79.12,0.0,0.0,553.84,7
12566202,F96 PLT CLR STRL LID 100CS,2257.1,701,6.0,311.45,415.49,0.0,1,1,0.0,311.45,415.49,0.0,726.94,2
12566350,MD4 WELL NON-TREATED IVF 120CS,1877.28,500,5.0,1385.1,0.0,0.0,4,0.0,0.0,346.27,0.0,0.0,1385.1,4
1256670,96WELCELC PLY OPTBTM BLK 30/CS,7732.58,450,35.0,1143.2,3193.33,1265.04,10,11,5,114.32,290.3,253.01,5601.57,26
1256671,96WELCELC POLY OPTBTM WH 30/CS,8507.69,447,47.0,1996.38,744.51,1011.72,17,3,4,117.43,248.17,252.93,3752.61,24
1256672,PLATE 96WELL POLYMR BTM 30/CS,8076.92,255,37.0,780.55,567.21,0.0,5,3,0.0,156.11,189.07,0.0,1347.76,8
1256684,FLASK EASY 25CM2 STERIL 200/CS,3881.15,526,14.0,2019.69,360.76,0.0,9,1,0.0,224.41,360.76,0.0,2380.45,10
1256685,FLASK EASY 75CM2 STERILE 100CS,5858.16,458,24.0,3767.34,2091.69,0.0,18,6,0.0,209.3,348.62,0.0,5859.03,24
1256701,CRYOBOX 81TUBES 1.0-1.8 48/CS,1583.95,836.5,3.0,1135.76,0.0,448.19,2,0.0,1,567.88,0.0,448.19,1583.95,3
12567401,DISH 27MM NUNC GLASSBASE 20CS,1839.23,295,8.0,233.94,681.56,710.05,1,3,3,233.94,227.19,236.68,1625.55,7
12567500,1.2ML CRYOVIAL INT THRD 100/PK,1389.63,81,10.0,22.9,491.6,273.07,1,2,1,22.9,245.8,273.07,787.57,4
12567501,2.0ML CRYOVIAL INT THRD 100PK,4683.04,79.5,48.0,591.03,1472.46,999.69,7,17,9,84.43,86.62,111.08,3063.18,33
12567602,PIPET 5ML STR IND PAPER 200/CS,14280.25,77.25,343.0,4673.88,1324.58,1308.31,144,20,34,32.46,66.23,38.48,7306.77,198
12567603,PIPET 10ML STR IND PAPER 200CS,18573.41,89,381.0,4213.75,1194.32,2287.94,105,23,55,40.13,51.93,41.6,7696.01,183
12567604,PIPET 25ML STR IND PAPER 200CS,9561.7,186,111.0,3851.66,640.2,748.52,50,4,10,77.03,160.05,74.85,5240.38,64
12567605,PIPET 50ML STR IND PAPER 100CS,6582.8,255,60.0,2043.58,519.99,393.4,21,3,4,97.31,173.33,98.35,2956.97,28
12567610,PIPET 25ML STR IND PLASTIC PK,1238.2,176,11.0,150.98,0.0,480.3,2,0.0,3,75.49,0.0,160.1,631.28,5
12567614,PIPET 5ML STR BULK PK 500/CS,2436.46,167,24.0,704.49,0.0,0.0,9,0.0,0.0,78.28,0.0,0.0,704.49,9
12567615,PIPET 10ML STR BULK PK 500/CS,1798.5,192,18.0,1121.05,0.0,0.0,13,0.0,0.0,86.23,0.0,0.0,1121.05,13
12567616,PIPET 25ML STR BULK PK 200/CS,1194.71,219,14.0,906.93,0.0,0.0,12,0.0,0.0,75.58,0.0,0.0,906.93,12
12567650,DISH NUNCLON 100X20M 240CS,2521.53,477,24.0,1944.55,378.96,0.0,19,3,0.0,102.34,126.32,0.0,2323.51,22
1256854,384 WELL PLATE BLK NS 100/CS,1734.15,766,6.0,265.6,0.0,0.0,1,0.0,0.0,265.6,0.0,0.0,265.6,1
1258710,SLIDE TRAY FOR 20 3X1IN SLIDES,4242.86,51.5,101.0,3657.92,113.6,47.9,46,20,10,79.52,5.68,4.79,3819.42,76
12600003,NUNC EASYDISH 100X20 TC 240/CS,3590.5,441,12.0,0.0,0.0,595.7,0.0,0.0,2,0.0,0.0,297.85,595.7,2
12640,BLADES SINGLE EDGE 100/PK,2171.48,63.9,162.0,324.27,829.75,430.54,37,45,11,8.76,18.44,39.14,1584.56,93
12654105,EPPENDORF EASYPET 3 W/SHLF STD,11356.29,639.5,31.0,1163.25,1962.72,0.0,3,4,0.0,387.75,490.68,0.0,3125.97,7
12888001A,FACEMASK 3 PLY EARLOOP,30168.25,55,779.0,2971.35,2263.3,22190.05,68,54,584,43.7,41.91,38.0,27424.7,706
12893005,DISPOSABLE ISO GOWN XL 100/CS,3020.78,23.9,84.0,150.0,75.0,0.0,2,1,0.0,75.0,75.0,0.0,225.0,3
12893005XXL,DISPOSABLE ISO GOWN 2XL 100/CS,3765.14,16.34,70.0,13.38,0.0,0.0,1,0.0,0.0,13.38,0.0,0.0,13.38,1
128960022,FB NON-SKID SHOE COVER,3378.58,103.8,36.0,103.8,0.0,2755.78,1,0.0,30,103.8,0.0,91.86,2859.58,31
130754A,LOOP INOC 10UL BLUE 1000/PK,3330.24,340,7.0,3164.75,165.49,0.0,6,1,0.0,527.46,165.49,0.0,3330.24,7
130754B,LOOP INOC 1UL CLR 1000/PK,2156.48,340,8.0,2156.48,0.0,0.0,8,0.0,0.0,269.56,0.0,0.0,2156.48,8
13100100,25MM FL NYLST0.2UM50/PK,1250.35,227,15.0,222.04,338.36,0.0,4,6,0.0,55.51,56.39,0.0,560.4,10
13100106,25MM FLPESST0.2UM50/PK,2005.63,257.5,33.0,371.38,727.63,64.39,6,13,1,61.9,55.97,64.39,1163.4,20
1314SH025,RHSHH-N 25 UG,8426.7,329,35.0,0.0,8426.7,0.0,0.0,35,0.0,0.0,240.76,0.0,8426.7,35
13200025,PUMP HEAD L/S EASY-LOAD II SS,1388.82,551.5,3.0,0.0,0.0,1388.82,0.0,0.0,3,0.0,0.0,462.94,1388.82,3
13200295,PMP TBNG BIOPHARM SZ24 25FT,2774.5,352,10.0,2774.5,0.0,0.0,10,0.0,0.0,277.45,0.0,0.0,2774.5,10
13201414,THERM DURAC RS -20/150C,1309.86,6.34,19.0,1143.9,7.78,0.0,15,2,0.0,76.26,3.89,0.0,1151.68,17
13262785,WATERPROOF GLOVE MID ARM L,1833.62,417.5,7.0,260.03,260.68,0.0,1,1,0.0,260.03,260.68,0.0,520.71,2
13262829,FENWAL 4R9951 ARM CANISTR,2107,84.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13299230,COD/EPA-APPROVED/150 VIALS PK,1262.8,335,6.0,1262.8,0.0,0.0,6,0.0,0.0,210.47,0.0,0.0,1262.8,6
13299511,ELECTRODE GLASS MICRO PH 12CM,1532.23,856.73,3.0,0.0,0.0,1018.58,0.0,0.0,2,0.0,0.0,509.29,1018.58,2
13311271,SOLVSYS JRQD PP MNFLD 20L,1248.66,830.5,2.0,1248.66,0.0,0.0,2,0.0,0.0,624.33,0.0,0.0,1248.66,2
1335920A,PAN STERILIZING PP 10 QT,2530.6,97.9,36.0,917.56,260.64,130.04,14,4,4,65.54,65.16,32.51,1308.24,22
1335920B,PAN STERILIZING PP 20 L,10802.3,155.2,80.0,5049.66,1874.92,522.13,35,9,2,144.28,208.32,261.06,7446.71,46
1336125,PAN AUTOCLAVING 5 LITER,3241.35,122.5,33.0,2099.42,0.0,263.17,14,0.0,5,149.96,0.0,52.63,2362.59,19
1337410,PARAFILM 4 IN X 125 FT/RL,8909.56,126,173.0,5007.25,1148.24,152.46,75,34,5,66.76,33.77,30.49,6307.95,114
1337412,PARAFILM 4 IN X 250FT/RL,9284.87,162.6,87.0,3100.77,2689.6,2506.69,32,41,8,96.9,65.6,313.34,8297.06,81
1337416,PARAFILM 2 IN X 250FT/RL,3411.9,87.1,73.0,741.12,2026.98,51.22,29,26,1,25.56,77.96,51.22,2819.32,56
133794,MARKING PEN BLK FINE 10/PK,4244.32,78.5,102.0,2796.5,163.91,286.79,53,11,8,52.76,14.9,35.85,3247.2,72
13460157,FB 4 SHELF UNIT CHR 24X60,3808.21,820.61,7.0,0.0,3808.21,0.0,0.0,7,0.0,0.0,544.03,0.0,3808.21,7
136110C,LAB COAT TY SNP 2PKT L 30/CS,1262.86,189.38,10.0,779.62,330.24,0.0,6,3,0.0,129.94,110.08,0.0,1109.86,9
13611115,PIPET TIP200ULGELRKNS960PK,2396.38,137.1,33.0,0.0,911.02,0.0,0.0,10,0.0,0.0,91.1,0.0,911.02,10
13611116,PIPET TIP200ULGELRKST960PK,2248.71,159.4,20.0,316.57,81.46,0.0,4,2,0.0,79.14,40.73,0.0,398.03,6
13611123,PIPET TIP1MLBLU 1000/PK,2910.99,35.85,90.0,1287.64,649.57,480.23,32,17,11,40.24,38.21,43.66,2417.44,60
136121,TYVEK SLEEVES WH 100PR/CS,2330.6,124.53,23.0,1341.58,656.76,0.0,12,8,0.0,111.8,82.09,0.0,1998.34,20
13612E,CVL TYVK ELS HD/WR/BT 2X 25/CS,9433.24,254.68,52.0,9433.24,0.0,0.0,52,0.0,0.0,181.41,0.0,0.0,9433.24,52
13614B,CVRL TYVK ZPR ELS WA M 25/CS,1827.81,220.96,13.0,129.55,567.22,498.28,1,4,4,129.55,141.81,124.57,1195.05,9
13614C,CVRL TYVK ZPR ELS WA L 25/CS,1523.17,220.96,11.0,129.55,567.22,0.0,1,4,0.0,129.55,141.81,0.0,696.77,5
13614E,CVRL TYVK ZPR ELS WA 2X 25/CS,9685.53,234.25,64.0,181.0,407.73,0.0,1,3,0.0,181.0,135.91,0.0,588.73,4
13614I,CVRLL TYVEK EWA 6X 25CS,1377.99,312.75,6.0,0.0,1377.99,0.0,0.0,6,0.0,0.0,229.66,0.0,1377.99,6
1361511,5.0 ML BOTTLE TOP DISPENSER,2492.91,578,22.0,472.91,2020.0,0.0,2,20,0.0,236.46,101.0,0.0,2492.91,22
13620133,ACCUCAP GLASS ELECTRODE GEL,1938.75,667.93,5.0,1938.75,0.0,0.0,5,0.0,0.0,387.75,0.0,0.0,1938.75,5
13620183A,ELECTRODE ACCUTUPH PH BNCELEC,5148.11,367.92,25.0,2938.51,0.0,174.93,16,0.0,1,183.66,0.0,174.93,3113.44,17
13620221,POLY DBL JUNC COMBO BNC,3635.14,300.62,21.0,3490.4,0.0,0.0,20,0.0,0.0,174.52,0.0,0.0,3490.4,20
13620223A,ELECTRODE PH DOUBLE JUNCTION,2481.18,333.67,13.0,2328.18,0.0,153.0,12,0.0,1,194.01,0.0,153.0,2481.18,13
13620285,GLASS PH ELECTRODE COMBO BNC,1311.38,357.96,7.0,626.04,347.58,0.0,3,2,0.0,208.68,173.79,0.0,973.62,5
13620297,ELECTRODE MICRO ACCUPHAST BNC,1837.92,788.19,4.0,1837.92,0.0,0.0,4,0.0,0.0,459.48,0.0,0.0,1837.92,4
13620530A,ELECTRODE PH WITH TEMPERATURE,1892.6,318,11.0,741.16,364.56,140.6,4,2,1,185.29,182.28,140.6,1246.32,7
13620631,ELECTRODE PH/ATC DOUBLE JUNC,4459.89,343.71,25.0,2677.87,398.78,340.7,16,2,2,167.37,199.39,170.35,3417.35,20
13622468,HYPERCARB FIXED PLATE 25MG,16086.4,561.5,35.0,0.0,16086.4,0.0,0.0,35,0.0,0.0,459.61,0.0,16086.4,35
13624500,PH ALL IN ONE BUFFER KIT,3253.85,169.57,30.0,1106.94,846.93,548.49,10,8,5,110.69,105.87,109.7,2502.36,23
13636AB150A,ACCUMET AB150 PH METER,2300,860,4.0,2300.0,0.0,0.0,4,0.0,0.0,575.0,0.0,0.0,2300.0,4
13636AB315A,AB315 PH/MV METER STANDARD KIT,1737.08,780,3.0,606.3,0.0,0.0,1,0.0,0.0,606.3,0.0,0.0,606.3,1
13636AE152,ACCUMET AE150 PH METER BIO SET,1758.86,653.79,5.0,722.48,353.58,342.59,2,1,1,361.24,353.58,342.59,1418.65,4
13636AE153,AE150 PH METER 3-IN-1 SET,3316.65,674.08,9.0,1444.39,360.15,372.15,4,1,1,361.1,360.15,372.15,2176.69,6
13641760,ELECTRODE COMB W/BNC CONNECTOR,2827.21,666.82,7.0,0.0,0.0,2827.21,0.0,0.0,7,0.0,0.0,403.89,2827.21,7
13641805,ELECTRODE ROSS RUGGD COMB BNC,4320.33,751.86,9.0,3905.98,0.0,0.0,8,0.0,0.0,488.25,0.0,0.0,3905.98,8
13642237,ORION ROSS ULTRA ELECTRODE,2875.32,785.15,6.0,1486.81,483.67,0.0,3,1,0.0,495.6,483.67,0.0,1970.48,4
13642242,ORION ROSS SURE-FLOW EPOXY PH,1835.41,773.92,4.0,926.01,0.0,0.0,2,0.0,0.0,463.0,0.0,0.0,926.01,2
13642800,ELECTRODE ROSS MICRO PH,3879.37,920.66,7.0,558.35,559.14,1065.96,1,1,2,558.35,559.14,532.98,2183.45,4
13643201,ELECTRODE ROSS ULTRA TRIODE,2114.38,864.4,4.0,1044.9,0.0,522.45,2,0.0,1,522.45,0.0,522.45,1567.35,3
136667D,PIPET SER GL ST 5ML IND 720/CS,2513.14,959.5,8.0,1401.15,0.0,0.0,5,0.0,0.0,280.23,0.0,0.0,1401.15,5
136667E,PIPET SER STER IW 10ML 600/CS,1257.09,832,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136682,PIPET SERO DISP 25ML 200/CS,14010.88,358.5,142.0,4796.44,5339.86,1774.69,55,44,16,87.21,121.36,110.92,11910.99,115
13668716,FB 10ML DISPENSER TIPS STERILE,1194.22,291.77,12.0,650.28,101.77,363.84,6,1,3,108.38,101.77,121.28,1115.89,10
13668722,FISHERBRAND HANDYSTEP S,1514.58,590.1,5.0,0.0,929.82,0.0,0.0,3,0.0,0.0,309.94,0.0,929.82,3
1367510EE,PIP SERO DISP 201 25ML 200/CS,1394.32,374,11.0,163.38,123.57,862.3,2,1,5,81.69,123.57,172.46,1149.25,8
1367515B,PIPET SERO 1X1/100ML/1000/CS,1969.7,504.5,14.0,916.55,155.91,190.96,7,1,1,130.94,155.91,190.96,1263.42,9
1367516,PIPET ASPRATNG INDV 2ML 200/CS,2169.31,124,48.0,1148.34,86.28,331.1,23,2,7,49.93,43.14,47.3,1565.72,32
1367517,PIPET 2X1/100 IND WRAP 1000/CS,2158.02,600,15.0,791.02,0.0,0.0,5,0.0,0.0,158.2,0.0,0.0,791.02,5
1367518,PIPET SEROL 10ML 500/CS,3851.72,388.5,35.0,941.35,564.72,996.66,11,4,9,85.58,141.18,110.74,2502.73,24
1367520,PIPET SEROLOGICAL 10ML 200/CS,27685.58,173.5,698.0,6589.14,2333.25,1806.36,174,45,47,37.87,51.85,38.43,10728.75,266
1367521,PIPET SEROL 5 X 1/10ML 500/CS,3172.3,354,26.0,548.91,570.76,866.5,7,4,5,78.42,142.69,173.3,1986.17,16
